run_id,kind,mode,question_id,gold_status,pred_status,valid,confidence,seconds,input_tokens,output_tokens,status_correct,evidence_precision,evidence_recall,evidence_f1,counterevidence_recall,both_correct,insufficient_correct,confident_when_insufficient
Q10_contradiction_C,contradiction,C,Q10,both,both,True,0.5,5.7923603999997795,1510,132,1,1.0,1.0,1.0,1.0,1.0,,
Q11_baseline_A,baseline,A,Q11,insufficient,insufficient,True,0.0,13.6410106000003,14222,83,1,0.0,0.0,0.0,,,1.0,0.0
Q11_baseline_B,baseline,B,Q11,insufficient,insufficient,True,0.0,5.429395099999965,1396,87,1,0.0,0.0,0.0,,,1.0,0.0
Q11_baseline_C,baseline,C,Q11,insufficient,insufficient,True,0.0,4.872059199999967,1491,87,1,0.0,0.0,0.0,,,1.0,0.0
Q11_permutation_A,permutation,A,Q11,insufficient,insufficient,True,0.0,13.5565545999998,14222,82,1,0.0,0.0,0.0,,,1.0,0.0
Q11_permutation_B,permutation,B,Q11,insufficient,insufficient,True,0.0,5.009251200000108,1396,87,1,0.0,0.0,0.0,,,1.0,0.0
Q11_permutation_C,permutation,C,Q11,insufficient,insufficient,True,0.0,4.378941599999962,1491,87,1,0.0,0.0,0.0,,,1.0,0.0
Q11_contradiction_A,contradiction,A,Q11,insufficient,insufficient,True,0.0,7.4427230999999665,14443,83,1,0.0,0.0,0.0,,,1.0,0.0
Q11_contradiction_B,contradiction,B,Q11,insufficient,insufficient,True,0.0,4.861981000000014,1396,87,1,0.0,0.0,0.0,,,1.0,0.0
Q11_contradiction_C,contradiction,C,Q11,insufficient,insufficient,True,0.0,4.400825099999565,1491,87,1,0.0,0.0,0.0,,,1.0,0.0
Q12_baseline_A,baseline,A,Q12,insufficient,insufficient,True,0.0,13.443603400000029,14215,77,1,0.0,0.0,0.0,,,1.0,0.0
Q12_baseline_B,baseline,B,Q12,insufficient,insufficient,True,0.0,5.2879700999992565,1402,81,1,0.0,0.0,0.0,,,1.0,0.0
Q12_baseline_C,baseline,C,Q12,insufficient,insufficient,True,0.0,4.76633049999964,1529,81,1,0.0,0.0,0.0,,,1.0,0.0
Q12_permutation_A,permutation,A,Q12,insufficient,both,True,0.85,16.585321399999884,14215,182,0,0.0,0.0,0.0,,,0.0,1.0
Q12_permutation_B,permutation,B,Q12,insufficient,insufficient,True,0.0,4.868607899999915,1402,81,1,0.0,0.0,0.0,,,1.0,0.0
Q12_permutation_C,permutation,C,Q12,insufficient,insufficient,True,0.0,4.2414583999998285,1529,81,1,0.0,0.0,0.0,,,1.0,0.0
Q12_contradiction_A,contradiction,A,Q12,insufficient,insufficient,True,0.0,7.284138099999836,14436,77,1,0.0,0.0,0.0,,,1.0,0.0
Q12_contradiction_B,contradiction,B,Q12,insufficient,both,True,0.5,6.872005299999728,1418,149,0,0.0,0.0,0.0,,,0.0,0.0
Q12_contradiction_C,contradiction,C,Q12,insufficient,insufficient,True,0.0,4.352627399999619,1529,81,1,0.0,0.0,0.0,,,1.0,0.0
