id,text,label
random_03614,"[id45240204|Дарья], приходи так поглядеть, ни чем не отличаюсь от того состояния",neutral
random_18150,Более мотивирующей гифки я еще не видел ,positive
random_04943,"Бывает,идешь по улице и понимаешь что тебе нужно в другую сторону, но если развернуться и пойти назад, то люди подумают что ты дебил.",neutral
random_20278,В последнее время у тебя одни глупые репосты.,negative
random_03898,Вынос мозга какой-то,negative
random_19557,Вот так меня поздравила жена))),positive
random_16751,Новогодняя тяга 310 кг 🎄,neutral
random_06300,дааааааааааааааааааа=))),positive
random_07578,Чо нашел)),neutral
random_12165,Морозные покатушки,neutral
random_04312,"самый божественный и неземной трек 2010!!! 
просто таю))",positive
random_13317,"Взломали страницу Владимира Семёныча. На его странице разместили ссылку! Не ходите по ней, это спам...телефон с которого требуют деньги!!!",neutral
random_06008,"Че за хуйня? Какие нахуй товарищи, какое досье?!",negative
random_01866,Петразаводск. ),neutral
random_04820,посты ниже порадовали аххахахахахха,positive
random_17846,"Родина...пусть кричат уродина, а она нам нравится💛  💙",positive
random_09026,"Рада отменила скандальные законы ""16 января""",neutral
random_12485,Завтра утром в ЕРГАКИ :),neutral
random_00515,тут образцы проц.актов по кпрф есть))),neutral
random_07541,Мой сладенький:),positive
random_16460,завтра буду меняться,neutral
random_02229,"Не важно сколько силы, главное
сколько храбрости.",neutral
random_15516,Переписка с моей подругой - компромат на всё.не правда ли?)),neutral
random_02973,Дружбаны на прогулке!) @ Liepaja Ezer2,neutral
random_11348,это мой избранный) check it,neutral
random_01602,Вау!!!!ты просто мега волшебница))))),positive
random_03177,Отпустишь прошлое - получишь будущее.,neutral
random_07279,Митингующие в Киеве сожгли второй милицейский автобус,neutral
random_04053,"лучшее летнее фото. Классика жанра. Спасибо, студклуб Финэка",positive
random_10200,"Радость у всех разная, у нашего кота - это трава!",neutral
random_20836,"Просыпайся, соня, скорей!
Тебя ждет новый чудный день!
Ты теплом свою душу согрей
И забей на природную лень!
Светом своим этот день озари!
Много улыбок и счастья людЯм дари!
Сделай так - чтоб было с тобой хорошо!
Чтобы день твоей жизни зря не прошёл!",positive
random_11273,"Серёжа, скоро весна)) Пора найти девушку! Одна моя подруга тебе подходит. Узнай кто: 
",neutral
random_09180,Когда Женя -бывший хер,negative
random_05851,"У верта было так много дней рождений, что он уже не хочет празновать очередные))",neutral
random_04092,"Собой доволен и уверен,
 Не раз дорогою проверен.
 Ты за рулем – шикарный мэн,
 Для женщин – просто супермен!

 Пусть мчит авто вперед, к мечте,
 Ведь стоит только захотеть,
 Все сбудется, к чему стремишься
 Все будет в жизни, чем гордишься!",positive
random_10689,"Пророчества о Китае и России
",neutral
random_07247,вот такое настроение,neutral
random_09548,"за*бали сплетни... по-ходу я не перешла вам дорогу, а бегала туда-сюда...",negative
random_19447,"Слава Богу, что есть на этом свете ШОКОЛАД)))))",positive
random_14179,"У наших деток была первая фотосессия 
Eneleon Wandering Star - Пейнтид Еллеу от Анверон
нам неделя - вес 1300",neutral
random_19882,Умер папа....,negative
random_19300,"Я подобрал тебе прикольный ФотоСтатус, Жми на картинку ниже, чтобы его получить.
",neutral
random_10245,у воды нет памяти!!,neutral
random_01703,"Маме на радость, папе в награду, ты появилась на свете - отрада! Малыш несмышленый, пуговки-глазки, тебе всё внимание, заботы и ласки!!!",positive
random_02021,Мы ваще крутые,positive
random_20723,Антош заметь какое у тебя выражение лица когда ты трубочкой мешаешь воду с лимоном в стакане :)))))) хахаха,positive
random_05378,"Не стоит обижаться на людей за то, что они не оправдали наших ожиданий..мы сами виноваты, что ожидали от них больше чем следовало!!!",negative
random_15882,снова дома. отдохнувший)),positive
random_20050,все мы вернулись и у каждого есть своя история увиденного.,neutral
random_17405,"даже после твоих выебонов, так и тянет к тебе. 😌",positive
random_09123,"Девушки, вы такие оригинальные",neutral
random_14903,Больше не пью!,neutral
random_02688,не надо меня поздравлять с сегодняшним праздником я мусульманин))),neutral
random_13832,"Интересную вещь обноружил в книге Майринка, написанной ещё в начале 20 века: ""52-ой Папа, то есть следующий за актуальным Папой римской католической церкви Иоанном Павлом ||, в согласии с пророчеством святого Малахии, должен стать последним и эсхатологическим"" То бишь Папой эпохи Апокалипсиса, а как известо Иоанн Павел же ушёл в мир иной...",neutral
random_06437,какая она смешная,positive
random_17344,Бля да ты ёбнутая на голову.,negative
random_17715,Ворона ты сегодня мне приснился)))))хехе,positive
random_21070,"Девушки, всем кому обещал звезду с неба, не обессудьте что с моря! Берите что есть!!",neutral
random_14799,Age of empires наших дней. этих чуваков послали добывать камень),neutral
random_04734,Кремлевский клоун унизил беременную женщину!,negative
random_11363,"Верусь ты красавица, и кошечка похожа на тебя)такаяже соня)))))",positive
random_19708,"Сергей, я хочу познакомить тебя с симпатичной девушкой!
",positive
random_12882,"Про пианистов.

Так бывает (вы, верно, знаете), когда идешь к морю по городу, по асфальтированной его части, где еще проложены дороги и тротуары, и в нужном месте сворачиваешь на берег, разуваешься, шагаешь босиком и тот час попадаешь в мир других физических ощущений: под ногами рассыпается теплый песок, мелкая галька колит пятки, между пальцев затекает морская вода из мелких лужиц вдоль моря, самые длинные волны достают до тебя пеной вперемешку с песком. Сразу всё меняется.
Такой Коля Сизов. Я едва успела войти в клуб и не очень-то прислушиваюсь к музыке, пока беру пиво в баре и здороваюсь с кем-то, а под ногами уже рассыпается знакомый теплый песок. И всё тот час меняется, это даже физически другие ощущения.

P.S. Коля Сизов - это Николай Сизов, петербуржский джазовый пианист.",positive
random_20331,забыл меня не любишь(((,negative
random_01701,"Книга Гитлера ""Mein Kampf"" может быть переиздана в Германии через 5 лет",neutral
random_02787,а-ну протри!!!!!,neutral
random_03108,заново:ДОРОГИЕ МОИ МОСКАЛИКИ!!! НИКТО В ПИТЕР В БЛИЖАЙШЕЕ ВРЕМЯ НЕ СОБИРАЕТСЯ?,neutral
random_09941,Крутой парень решил сделать себе тату,positive
random_17614,Соскучилась!!!♡♥♡,positive
random_20425,А мы катаемся! :) как в детстве классно!,positive
random_16759,Мы сделали это),positive
random_17264,Эх поня поня,neutral
random_20860,"Блинъ, это круто!=)",positive
random_20840,"По факту всё верно.

Подписывайтесь! ",neutral
random_11454,збс денек был),positive
random_01504,"Да, ты мил, но ты дебил.",negative
random_04944,Разговор с музыкальным критиком,neutral
random_07427,"Если настоящий хикка, наваливай лойсов.",neutral
random_08242,теневые миллиардеры...,neutral
random_18428,"ЦСКА и ""Торпедо"" сыграют матч 1/8 финала КР по футболу в Подольске 29 октября",neutral
random_03217,"Все плохо стало с бичами, пока тебя не было!
Бичи весь день играли в доту. Самое хорошее что было в августе - это ТИ3.
Наведешь порядок по приезду?",negative
random_19683,"Таки прошу прощения у резких и грубоватых поклонников Е.Б. По своей тупости не совсем верно построил предложение и скорее стоило осудить большинство его прогибаемых и не имеющих своего мнения хомячков. Я не призывал всех любить ""Голодные игры"", а Самого Евгения уважаю. Однако попросту обидно, что из 15-ти минутного вагона инфы народ приметил лишь эти две буквы, и то что я разжирел. Обожаю наш народ, любящий запоминать сугубо плохое и тыкать мне в нос негативом. Никто вас не заставляет смотреть мои видео. Собственно это моя территория, где я (как и Е.Б.) хочу и буду высказывать свое мнение, если что-то не нравиться, то скатертью дорога, и отписывайтесь на здоровье. С любовью, бездарный завистник. ❤",negative
random_08163,"Дело было вечером, делать было нечего))))",neutral
random_20163,"На днях снимали крутой ролик с [id20370163|Виктором Фроловым] Видео будет позже, а пока первая фотография.",neutral
random_10110,Смех как тебе?))),neutral
random_20374,На работу!!!,neutral
random_06996,Стерла правду про любовь?! (((,neutral
random_05007,МИД Украины: выполнение Минских соглашений — это возвращение Донбасса | Сводки и новости Новороссии,neutral
random_20155,ПОЕХАЛИ!!!,neutral
random_05231,Что еще можно делать в ....?!,neutral
random_04436,"Горжусь своим отцом-Победителем!!!

Информация получена из сайта ""Подвиг народа"". Низкий поклон его создателям. Очень прост и удобен в обращении. Ищите здесь информацию о своих родственниках. Моя семья была в слезах после такой приятной находки.",positive
random_04957,ахах..я вообще плачу сижу хах..ужасное зрелище..как тогда),negative
random_15728,"Видать, своим деньги не нужны стали. Разбогатели.",neutral
random_14319,Клуб девчонок и болелы девочки,neutral
random_01179,"что то типа того, на один раз, тертий раз под ряд стало уши резать. мне по крайней мере.",neutral
random_11861,"Друзья, завтра в 23:00 (суббота) включаем НТН ""РЕАЛЬНЫЕ ПРЕСТУПНИКИ""
Профессиональный карманник (Лорд) который провел за решеткой 14 лет делится своими секретами. Вы поймете, как вычислять преступников в толпе! Первая серия - ""Карманники""",neutral
random_15653,"Вернутся домой, передохнут и снова пойдут убивать",negative
random_19061,"Леплю пельмени...первый раз в жизни...если можно, дайте кто- нибудь пару дельных советов, чтоб я не облажался)",neutral
random_03868,Фаенза вообще крутяк такой!,positive
random_05980,вчерашним),neutral
random_03502,"Я тебя сломаю , придурооок)))))
ахаххахахаха",negative
random_11989,ну вот эта просто не может не понравиться! ))),positive
random_19877,"Что мы всё обо мне да обо мне, давайте о вас. Ну, как я вам?)))))))))))",neutral
random_15859,Виталик)))),neutral
random_11673,^__^ слушал ли?,neutral
random_06077,=как и говорила=,neutral
random_18296,Мой подарок мужу,neutral
random_12677,мальчик мой ты меня любишь??,neutral
random_18739,"Пускай лучше будет стыдно утром, чем скучно вечером...",neutral
random_04073,Сука корсет жмет!!!!,negative
random_00161,Маникюрчик Оличке!,neutral
random_13670,таааак надо бы повторить),neutral
random_11516,"Сегодня был замечательный концерт. Посвящённый Дню Защитника Отечества. Всё было, по первому классу. Президент с речью выступил. Шойгу в хорошем настроении)) Весь кабинет министров. И все командующие оперативными управлениями Генерального штаба РФ. Ну и + много светской дивности.
В общем спать осталось мало, в 10.30 уже построение в Александровском саду. И снова в Кремль на концерт, но на этот раз, в Президентском полку.",positive
random_12628,Я тоже этого хочу...,positive
random_02692,Иду по улице с довольной рожей:) Мне удивляется каждый прохожий ^_^,positive
random_12868,..Она могла довести своими выходками до бешенства... Но в этом и была Ее своеобразная прелесть..,positive
random_18450,огонь они)),positive
random_18454,"Давай Лама, давай отрывай...",neutral
random_17991,"Не знаю, как вам, а по мне так эта девчонка - самый мега-крутой персонаж Игры Престолов. Без вариантов!",positive
